,Plot,F0,FM,FV,FV/FM
0,MAC Field Scanner Season 10 Range 49 Column 45,17.75939405955418,88.04182225649762,70.28242819694344,0.7982845697148947
1,MAC Field Scanner Season 10 Range 52 Column 38,16.486239130881128,84.23904025212958,67.75280112124845,0.8042921775754164
2,MAC Field Scanner Season 10 Range 51 Column 14,16.48752798620823,79.2484830832302,62.76095509702196,0.7919515005871808
3,MAC Field Scanner Season 10 Range 45 Column 29,17.901813870731335,87.32213727872801,69.42032340799668,0.7949911164726807
4,MAC Field Scanner Season 10 Range 48 Column 38,18.151878186883366,89.5687759480418,71.41689776115844,0.7973414508040934
5,MAC Field Scanner Season 10 Range 47 Column 13,17.8109125082733,89.11951807498176,71.30860556670845,0.800145771734449
6,MAC Field Scanner Season 10 Range 52 Column 5,18.13808166369409,86.65509130520158,68.51700964150749,0.7906864860391032
7,MAC Field Scanner Season 10 Range 50 Column 30,17.16050587140008,85.12432175912014,67.96381588772006,0.7984065480138581
8,MAC Field Scanner Season 10 Range 50 Column 21,18.067388765885543,88.35877869280563,70.29138992692009,0.7955224253528911
9,MAC Field Scanner Season 10 Range 51 Column 37,18.043656275884405,88.94923569421202,70.90557941832762,0.7971465843965817
10,MAC Field Scanner Season 10 Range 46 Column 29,15.804916864096057,77.3671507002823,61.56223383618624,0.7957154073655398
11,MAC Field Scanner Season 10 Range 52 Column 46,19.075524751965617,93.98575676919049,74.91023201722487,0.7970381320777025
12,MAC Field Scanner Season 10 Range 50 Column 29,17.16050587140008,85.12432175912014,67.96381588772006,0.7984065480138581
13,MAC Field Scanner Season 10 Range 51 Column 6,17.771922649746365,85.87105350215788,68.09913085241152,0.7930394245215617
14,MAC Field Scanner Season 10 Range 45 Column 22,16.792349448625963,83.73876979072695,66.94642034210099,0.7994674451201992
15,MAC Field Scanner Season 10 Range 50 Column 22,18.067388765885543,88.35877869280563,70.29138992692009,0.7955224253528911
16,MAC Field Scanner Season 10 Range 47 Column 6,17.666486716020522,87.3816249348481,69.71513821882758,0.7978237789787876
17,MAC Field Scanner Season 10 Range 47 Column 45,17.71498404330599,83.20837351062046,65.49338946731447,0.78710094554312
18,MAC Field Scanner Season 10 Range 48 Column 37,18.151878186883366,89.5687759480418,71.41689776115844,0.7973414508040934
19,MAC Field Scanner Season 10 Range 51 Column 5,17.771922649746365,85.87105350215788,68.09913085241152,0.7930394245215617
20,MAC Field Scanner Season 10 Range 49 Column 46,17.75939405955418,88.04182225649762,70.28242819694344,0.7982845697148947
21,MAC Field Scanner Season 10 Range 46 Column 6,17.427350077901927,81.91131144777069,64.48396136986875,0.7872412274950062
22,MAC Field Scanner Season 10 Range 50 Column 46,17.708975902555103,83.2075371132536,65.49856121069848,0.7871710121830494
23,MAC Field Scanner Season 10 Range 45 Column 14,18.524875513216823,93.58155682225755,75.05668130904073,0.802045657902425
24,MAC Field Scanner Season 10 Range 49 Column 22,17.75312634407191,92.17572286618567,74.42259652211376,0.8073991090924814
25,MAC Field Scanner Season 10 Range 50 Column 13,17.95727606641436,88.52653377801909,70.56925771160473,0.7971537424989174
26,MAC Field Scanner Season 10 Range 51 Column 22,18.109731907133455,91.50986050644941,73.40012859931596,0.8021007593399498
27,MAC Field Scanner Season 10 Range 45 Column 30,17.901813870731335,87.32213727872801,69.42032340799668,0.7949911164726807
28,MAC Field Scanner Season 10 Range 50 Column 45,17.708975902555103,83.2075371132536,65.49856121069848,0.7871710121830494
29,MAC Field Scanner Season 10 Range 52 Column 22,16.25501390189956,84.90985463140467,68.65484072950511,0.8085615153569289
30,MAC Field Scanner Season 10 Range 52 Column 13,18.85032939246516,90.19820524912373,71.34787585665858,0.7910121455254977
31,MAC Field Scanner Season 10 Range 47 Column 37,17.437595506044484,84.99252728824936,67.55493178220487,0.7948337805404296
32,MAC Field Scanner Season 10 Range 49 Column 13,17.08006903014326,88.30997567474573,71.22990664460247,0.8065895851556927
33,MAC Field Scanner Season 10 Range 50 Column 6,16.513130354993624,88.58645751275573,72.07332715776211,0.813593061302673
34,MAC Field Scanner Season 10 Range 48 Column 22,18.85614223371323,89.92850665758638,71.07236442387315,0.7903207455060912
35,MAC Field Scanner Season 10 Range 52 Column 14,18.85032939246516,90.19820524912373,71.34787585665858,0.7910121455254977
36,MAC Field Scanner Season 10 Range 51 Column 46,17.425679238663776,87.29760436454954,69.87192512588577,0.8003876582237562
37,MAC Field Scanner Season 10 Range 47 Column 30,16.9226363016028,84.36222403155591,67.4395877299531,0.7994050477465737
38,MAC Field Scanner Season 10 Range 51 Column 29,16.167324609751567,84.3884612971835,68.22113668743194,0.8084178291530106
39,MAC Field Scanner Season 10 Range 45 Column 13,18.524875513216823,93.58155682225755,75.05668130904073,0.802045657902425
40,MAC Field Scanner Season 10 Range 52 Column 6,18.13808166369409,86.65509130520158,68.51700964150749,0.7906864860391032
41,MAC Field Scanner Season 10 Range 49 Column 30,19.357338748378154,95.00815852696434,75.65081977858618,0.7962560368656726
42,MAC Field Scanner Season 10 Range 51 Column 30,16.167324609751567,84.3884612971835,68.22113668743194,0.8084178291530106
43,MAC Field Scanner Season 10 Range 45 Column 38,17.220864831328264,83.03501357834804,65.81414874701977,0.7926071895552899
44,MAC Field Scanner Season 10 Range 50 Column 37,17.999706350301977,87.98667560702062,69.98696925671864,0.7954269072433764
45,MAC Field Scanner Season 10 Range 45 Column 46,15.974290949048026,80.96622023507805,64.99192928603003,0.8027042524318397
46,MAC Field Scanner Season 10 Range 50 Column 38,17.999706350301977,87.98667560702062,69.98696925671864,0.7954269072433764
47,MAC Field Scanner Season 10 Range 52 Column 45,19.075524751965617,93.98575676919049,74.91023201722487,0.7970381320777025
48,MAC Field Scanner Season 10 Range 47 Column 29,16.9226363016028,84.36222403155591,67.4395877299531,0.7994050477465737
49,MAC Field Scanner Season 10 Range 48 Column 46,16.175560411842696,79.09658970196553,62.92102929012283,0.7954961083304362
50,MAC Field Scanner Season 10 Range 47 Column 14,17.8109125082733,89.11951807498176,71.30860556670845,0.800145771734449
51,MAC Field Scanner Season 10 Range 48 Column 30,16.622577125884835,78.46523300139478,61.84265587550995,0.7881536001353702
52,MAC Field Scanner Season 10 Range 45 Column 37,17.220864831328264,83.03501357834804,65.81414874701977,0.7926071895552899
53,MAC Field Scanner Season 10 Range 46 Column 37,17.651898648351427,83.55847940184125,65.90658075348983,0.7887479669961245
54,MAC Field Scanner Season 10 Range 46 Column 38,17.651898648351427,83.55847940184125,65.90658075348983,0.7887479669961245
55,MAC Field Scanner Season 10 Range 46 Column 30,15.804916864096057,77.3671507002823,61.56223383618624,0.7957154073655398
56,MAC Field Scanner Season 10 Range 52 Column 30,17.447099126674416,82.61170215656922,65.1646030298948,0.7888059600368973
57,MAC Field Scanner Season 10 Range 46 Column 22,18.149843107749273,86.86511279058102,68.71526968283175,0.7910571629428966
58,MAC Field Scanner Season 10 Range 51 Column 45,17.425679238663776,87.29760436454954,69.87192512588577,0.8003876582237562
59,MAC Field Scanner Season 10 Range 45 Column 45,15.974290949048026,80.96622023507805,64.99192928603003,0.8027042524318397
60,MAC Field Scanner Season 10 Range 48 Column 29,16.622577125884835,78.46523300139478,61.84265587550995,0.7881536001353702
61,MAC Field Scanner Season 10 Range 49 Column 38,17.334547208781405,88.34316367262765,71.00861646384625,0.8037816794402128
62,MAC Field Scanner Season 10 Range 49 Column 14,17.08006903014326,88.30997567474573,71.22990664460247,0.8065895851556927
63,MAC Field Scanner Season 10 Range 47 Column 5,17.666486716020522,87.3816249348481,69.71513821882758,0.7978237789787876
64,MAC Field Scanner Season 10 Range 50 Column 5,16.513130354993624,88.58645751275573,72.07332715776211,0.813593061302673
65,MAC Field Scanner Season 10 Range 46 Column 14,18.94804764875836,92.6159078252121,73.66786017645374,0.7954126014235291
66,MAC Field Scanner Season 10 Range 46 Column 46,17.21084950736494,84.44557597530287,67.23472646793793,0.7961900394592789
67,MAC Field Scanner Season 10 Range 52 Column 29,17.447099126674416,82.61170215656922,65.1646030298948,0.7888059600368973
68,MAC Field Scanner Season 10 Range 47 Column 21,16.802195231644973,84.14648387837323,67.34428864672826,0.8003220757752498
69,MAC Field Scanner Season 10 Range 46 Column 5,17.427350077901927,81.91131144777069,64.48396136986875,0.7872412274950062
70,MAC Field Scanner Season 10 Range 48 Column 21,18.85614223371323,89.92850665758638,71.07236442387315,0.7903207455060912
71,MAC Field Scanner Season 10 Range 48 Column 5,16.6265550843521,84.75614082508363,68.12958574073153,0.8038306732409475
72,MAC Field Scanner Season 10 Range 52 Column 21,16.25501390189956,84.90985463140467,68.65484072950511,0.8085615153569289
73,MAC Field Scanner Season 10 Range 48 Column 14,18.031547509593167,89.52552349273236,71.4939759831392,0.7985876339381924
74,MAC Field Scanner Season 10 Range 47 Column 38,17.437595506044484,84.99252728824936,67.55493178220487,0.7948337805404296
75,MAC Field Scanner Season 10 Range 49 Column 37,17.334547208781405,88.34316367262765,71.00861646384625,0.8037816794402128
76,MAC Field Scanner Season 10 Range 51 Column 38,18.043656275884405,88.94923569421202,70.90557941832762,0.7971465843965817
77,MAC Field Scanner Season 10 Range 48 Column 13,18.031547509593167,89.52552349273236,71.4939759831392,0.7985876339381924
78,MAC Field Scanner Season 10 Range 50 Column 14,17.95727606641436,88.52653377801909,70.56925771160473,0.7971537424989174
79,MAC Field Scanner Season 10 Range 46 Column 13,18.94804764875836,92.6159078252121,73.66786017645374,0.7954126014235291
80,MAC Field Scanner Season 10 Range 46 Column 21,18.149843107749273,86.86511279058102,68.71526968283175,0.7910571629428966
81,MAC Field Scanner Season 10 Range 51 Column 21,18.109731907133455,91.50986050644941,73.40012859931596,0.8021007593399498
82,MAC Field Scanner Season 10 Range 49 Column 6,17.366074306955507,83.42637183435188,66.06029752739637,0.7918395115942846
83,MAC Field Scanner Season 10 Range 46 Column 45,17.21084950736494,84.44557597530287,67.23472646793793,0.7961900394592789
84,MAC Field Scanner Season 10 Range 51 Column 13,16.48752798620823,79.2484830832302,62.76095509702196,0.7919515005871808
85,MAC Field Scanner Season 10 Range 48 Column 6,16.6265550843521,84.75614082508363,68.12958574073153,0.8038306732409475
86,MAC Field Scanner Season 10 Range 47 Column 22,16.802195231644973,84.14648387837323,67.34428864672826,0.8003220757752498
87,MAC Field Scanner Season 10 Range 45 Column 21,16.792349448625963,83.73876979072695,66.94642034210099,0.7994674451201992
88,MAC Field Scanner Season 10 Range 47 Column 46,17.71498404330599,83.20837351062046,65.49338946731447,0.78710094554312
89,MAC Field Scanner Season 10 Range 48 Column 45,16.175560411842696,79.09658970196553,62.92102929012283,0.7954961083304362
